Sentence,File
Liberia has fewer new recovered cases of virus than Slovenia in March.,new_recovered
The number of death toll of corona is less than the number of and February.,total_deaths-total_confirmed
"In World, the number of deceased of corona is less than the number of recovered .",total_deaths-total_recovered
The number of deceased cases in Cambodia is less than the number of in Ecuador .,total_deaths-total_confirmed
The deceased toll of corona virus in Costa Rica is less than the healed in World in February.,total_deaths-total_recovered
The healed cases in Slovakia is less than the in China in April.,total_recovered-total_confirmed
Kazakhstan has lower total healed cases of virus than Kuwait in March.,total_recovered
The recovered cases of virus in Egypt is less than the confirmed in Iceland in April.,total_recovered-total_confirmed
Serbia has fewer new cases than in Colombia in March.,new_confirmed
"In February,  less total confirmed people in Qatar than April.",total_confirmed
"In February,  lower new deaths of coronavirus than in March.",new_deaths
Tanzania has lower total death toll of virus than Somalia in April.,total_deaths
Antigua and Barbuda has lower deaths toll of corona virus than Ukraine in April.,total_deaths
The number of recovered cases of covid19 in Mauritania is less than the number of deceased in Liberia in April.,total_recovered-total_deaths
Holy See has fewer total healed cases of covid19 than World .,total_recovered
"In March, there are lower new recovered cases of covid19 in World than in April.",new_recovered
There are lower new recovered cases of corona virus in World in January than in February.,new_recovered
South Africa has fewer new deceased toll of coronavirus than in World in April.,new_deaths
Kosovo has lower new recovered cases of covid-19 than in Thailand in April.,new_recovered
Holy See has less new deaths toll of virus than Congo (Kinshasa) .,new_deaths
Iran has fewer cases than in UK .,total_confirmed
The number of deaths of corona virus in Taiwan* is less than the number of confirmed in Singapore in April.,total_deaths-total_confirmed
China has fewer total deceased cases of virus than US .,total_deaths
Suriname has lower new deaths of covid-19 than in Iran in February.,new_deaths
"In January, there are less deceased cases than in March.",total_deaths
The recovered cases of corona in Tanzania is less than the deaths in Saudi Arabia in March.,total_recovered-total_deaths
The deaths toll of coronavirus in Greece is less than the recovered in Singapore in April.,total_deaths-total_recovered
Saint Lucia has less deaths toll of covid19 than in Turkey .,total_deaths
 fewer new confirmed cases of corona virus in Ukraine in February than April.,new_confirmed
Nigeria has fewer deceased cases than in Portugal in April.,total_deaths
Congo (Brazzaville) has lower deaths cases of corona than Denmark in March.,total_deaths
The deaths of corona in Cameroon is less than the healed in Honduras in April.,total_deaths-total_recovered
Liechtenstein has fewer new healed cases of corona virus than Russia in April.,new_recovered
Armenia has fewer new healed cases of corona virus than in Portugal in April.,new_recovered
The number of death toll of corona virus in Georgia is less than the number of in Colombia in April.,total_deaths-total_confirmed
"In January, there are less total confirmed people than in March.",total_confirmed
Iraq has fewer healed people than in Peru in April.,total_recovered
The deceased cases of covid-19 is less than the confirmed and April.,total_deaths-total_confirmed
Belgium has lower new cases of corona virus than Italy in February.,new_confirmed
The number of deaths of coronavirus in Uzbekistan is less than the number of in Nigeria .,total_deaths-total_confirmed
Congo (Brazzaville) has less new deceased of coronavirus than Gabon in March.,new_deaths
Argentina has lower new recovered cases of virus than in Spain in April.,new_recovered
The recovered cases in Kosovo is less than the confirmed in Denmark in April.,total_recovered-total_confirmed
The number of deceased cases of coronavirus in Cameroon is less than the number of in Congo (Brazzaville) in April.,total_deaths-total_confirmed
 fewer deceased cases in World in March than in April.,total_deaths
Tanzania has fewer healed people than in China .,total_recovered
"In February, there are fewer confirmed cases of covid19 than March.",total_confirmed
The number of deceased toll of corona in Bahrain is less than the number of confirmed in Diamond Princess in March.,total_deaths-total_confirmed
Jamaica has fewer new death toll of covid-19 than United Arab Emirates in March.,new_deaths
United Kingdom has fewer confirmed cases of covid19 than in Diamond Princess in February.,total_confirmed
Iraq has fewer new deceased of coronavirus than Netherlands .,new_deaths
San Marino has lower total confirmed cases than Egypt in March.,total_confirmed
Bolivia has lower total confirmed cases of virus than New Zealand in February.,total_confirmed
North Macedonia has fewer deaths cases of covid-19 than in Algeria .,total_deaths
Kuwait has lower new deceased toll than in Lithuania .,new_deaths
Seychelles has fewer healed people than in Algeria .,total_recovered
The deceased toll of corona in Kazakhstan is less than the recovered in Pakistan in April.,total_deaths-total_recovered
The healed cases of corona in Taiwan* is less than the in Iran in March.,total_recovered-total_confirmed
"Bolivia has less new deaths of virus than in Korea, South .",new_deaths
Congo (Brazzaville) has lower death toll of coronavirus than Denmark in March.,total_deaths
"In Maldives, the deceased toll of corona is less than the healed and March.",total_deaths-total_recovered
Mongolia has lower new cases of covid-19 than in Bosnia and Herzegovina in April.,new_confirmed
Georgia has lower new deaths toll of coronavirus than Czechia .,new_deaths
"In January,  less deceased toll of virus in World than in April.",total_deaths
Egypt has fewer cases than in Chile in March.,total_confirmed
Slovenia has fewer total deaths than in Argentina in March.,total_deaths
Estonia has lower cases of covid-19 than in United Kingdom in February.,total_confirmed
 less new deceased of coronavirus in France in January than in April.,new_deaths
The deaths people in Azerbaijan is less than the healed in Sweden .,total_deaths-total_recovered
There are lower deceased of covid-19 in World in February than April.,total_deaths
Latvia has less total death toll of corona than Sweden .,total_deaths
"In January,  fewer deceased toll of covid19 than in March.",total_deaths
Trinidad and Tobago has fewer new deaths cases of covid19 than UK in March.,new_deaths
Saudi Arabia has less total confirmed people than Germany in April.,total_confirmed
The deceased cases in Liberia is less than the recovered in Uzbekistan in March.,total_deaths-total_recovered
The number of deceased cases of corona in Ukraine is less than the number of healed in World in March.,total_deaths-total_recovered
Afghanistan has lower total confirmed cases of covid19 than in Uruguay in March.,total_confirmed
The number of recovered people in Tanzania is less than the number of in Monaco .,total_recovered-total_confirmed
Vietnam has less total confirmed cases of corona virus than in Tanzania .,total_confirmed
"United Arab Emirates has fewer deceased of virus than Korea, South in February.",total_deaths
"In January,  lower total recovered cases of covid19 in US than February.",total_recovered
Iraq has less new cases of covid-19 than in Japan in February.,new_confirmed
The deaths people in Albania is less than the in Honduras in March.,total_deaths-total_confirmed
The deaths cases of coronavirus in Brazil is less than the confirmed in Saudi Arabia .,total_deaths-total_confirmed
The number of confirmed cases of virus in Nepal is less than the number of recovered in Sweden in April.,total_confirmed-total_recovered
"In January,  less total deceased toll of covid-19 than in April.",total_deaths
Equatorial Guinea has lower deaths toll than in Germany .,total_deaths
Seychelles has fewer total healed cases of covid-19 than Japan in January.,total_recovered
The number of deaths of virus in Uruguay is less than the number of recovered in Slovenia .,total_deaths-total_recovered
The number of deaths toll of corona virus in New Zealand is less than the number of in Russia in April.,total_deaths-total_confirmed
Ireland has fewer deaths toll of corona virus than Switzerland in April.,total_deaths
 less total deaths toll of virus in February than March.,total_deaths
The number of deaths of covid-19 in Bulgaria is less than the number of in Turkey in April.,total_deaths-total_confirmed
 fewer total confirmed cases of covid19 in February than April.,total_confirmed
Singapore has lower new recovered cases of corona virus than in Germany .,new_recovered
"In March, there are less deaths of covid19 than in April.",total_deaths
Argentina has fewer total deceased of corona virus than Philippines .,total_deaths
Latvia has lower new deceased cases than in Honduras in March.,new_deaths
Guyana has lower deceased cases of virus than France .,total_deaths
There are lower new recovered cases of covid-19 in World in January than in April.,new_recovered
Saint Vincent and the Grenadines has fewer total deaths of corona virus than in Spain in March.,total_deaths
The number of deaths cases of covid-19 in Colombia is less than the number of in United Arab Emirates in January.,total_deaths-total_confirmed
The healed cases of covid-19 in Lebanon is less than the confirmed in Iraq .,total_recovered-total_confirmed
There are lower new deaths of coronavirus in January than February.,new_deaths
Bangladesh has less total deaths toll of covid-19 than in Argentina in April.,total_deaths
The number of deaths of covid19 in Iceland is less than the number of healed in France .,total_deaths-total_recovered
Kuwait has less total death toll of corona than in Philippines in April.,total_deaths
Chile has fewer total deaths toll of corona than in Pakistan in March.,total_deaths
"In World, the death toll of corona virus is less than the healed and March.",total_deaths-total_recovered
Seychelles has fewer new recovered cases than Oman .,new_recovered
Ethiopia has less death toll of coronavirus than in Philippines in March.,total_deaths
Bhutan has fewer total deceased of covid-19 than in Britiain .,total_deaths
Ghana has less new deaths toll of covid19 than in Greece .,new_deaths
The deaths cases of corona virus in Armenia is less than the in Guinea in March.,total_deaths-total_confirmed
The recovered cases of covid19 in Singapore is less than the confirmed in Saudi Arabia in March.,total_recovered-total_confirmed
Togo has lower total recovered cases of virus than in China in March.,total_recovered
Kenya has fewer healed cases of virus than Azerbaijan .,total_recovered
Bolivia has lower total cases of covid-19 than Germany in April.,total_confirmed
"In March, there are less death toll than April.",total_deaths
Eswatini has lower new recovered cases than Morocco .,new_recovered
The confirmed cases of coronavirus in Pakistan is less than the healed in Italy .,total_confirmed-total_recovered
Paraguay has fewer new healed cases of covid19 than in Britiain in April.,new_recovered
The number of recovered cases in Latvia is less than the number of confirmed in Malaysia .,total_recovered-total_confirmed
The number of death toll of corona in Mexico is less than the number of recovered in Iran in March.,total_deaths-total_recovered
The number of deaths toll of corona in Serbia is less than the number of in Singapore in March.,total_deaths-total_confirmed
Iraq has lower total recovered cases of covid-19 than Luxembourg .,total_recovered
The number of deceased in Canada is less than the number of healed in World in February.,total_deaths-total_recovered
The number of recovered cases of covid19 in San Marino is less than the number of deceased in Malaysia .,total_recovered-total_deaths
Equatorial Guinea has less death toll of virus than United States in April.,total_deaths
Iceland has fewer new deaths cases of covid-19 than Singapore in April.,new_deaths
The number of death toll of corona virus in Sudan is less than the number of recovered in Paraguay in April.,total_deaths-total_recovered
The number of deaths toll of covid-19 in Ethiopia is less than the number of in Gabon in April.,total_deaths-total_confirmed
The recovered cases of virus in Jordan is less than the confirmed in Thailand in April.,total_recovered-total_confirmed
The deceased of corona in Georgia is less than the in Seychelles .,total_deaths-total_confirmed
"In January, there are lower deceased cases of corona virus than in March.",total_deaths
There are lower new deceased toll of covid19 in World in January than March.,new_deaths
Finland has fewer new deceased toll of corona virus than USA in March.,new_deaths
Rwanda has less new deaths cases of virus than in Moldova .,new_deaths
The deaths in Benin is less than the confirmed in Australia .,total_deaths-total_confirmed
The number of death toll of corona virus in Tunisia is less than the number of confirmed in Burkina Faso .,total_deaths-total_confirmed
China has lower deaths cases than UK .,total_deaths
The deaths toll of corona in Lithuania is less than the in Ireland in April.,total_deaths-total_confirmed
Luxembourg has lower deaths cases of coronavirus than Pakistan in March.,total_deaths
Sri Lanka has lower total recovered cases of covid19 than Peru in April.,total_recovered
Czechia has fewer new cases of corona virus than in Peru .,new_confirmed
Malta has fewer confirmed cases of corona than in Diamond Princess in March.,total_confirmed
"In January, there are lower new cases of corona in World than in April.",new_confirmed
The death toll of virus in Cote d'Ivoire is less than the recovered in Poland .,total_deaths-total_recovered
The deaths cases in Tunisia is less than the recovered in Britiain in February.,total_deaths-total_recovered
The number of deaths toll of virus in Colombia is less than the number of healed in Vietnam in February.,total_deaths-total_recovered
The deceased toll of virus in Benin is less than the healed in Slovakia .,total_deaths-total_recovered
Norway has fewer total confirmed people than in Saudi Arabia in April.,total_confirmed
Oman has fewer total people than Iran in March.,total_confirmed
"In February, there are fewer recovered cases of virus than March.",total_recovered
The number of deaths toll of virus in Maldives is less than the number of recovered in Guyana in April.,total_deaths-total_recovered
There are fewer total cases of corona in January than March.,total_confirmed
Seychelles has less death toll of covid19 than Mauritania .,total_deaths
"In January, there are less total healed cases of corona in US than in February.",total_recovered
Congo (Brazzaville) has lower total deaths of covid-19 than Ireland in April.,total_deaths
Portugal has less new deaths toll of covid19 than US in February.,new_deaths
The healed cases of corona virus in Australia is less than the confirmed in USA in February.,total_recovered-total_confirmed
United Kingdom has fewer confirmed cases of coronavirus than in Diamond Princess in February.,total_confirmed
Nigeria has lower death toll of coronavirus than in South Korea in March.,total_deaths
Mongolia has less total healed cases of virus than in Saint Lucia .,total_recovered
 lower recovered cases in March than April.,total_recovered
New Zealand has lower deceased of covid19 than Britiain in April.,total_deaths
The number of healed people in Uzbekistan is less than the number of confirmed in Monaco in February.,total_recovered-total_confirmed
The number of deaths cases in Trinidad and Tobago is less than the number of healed in Sri Lanka in February.,total_deaths-total_recovered
Sri Lanka has fewer total deaths of corona virus than Brazil .,total_deaths
Belarus has lower healed cases of virus than USA in April.,total_recovered
The number of deaths cases of covid-19 in Liberia is less than the number of in Senegal in April.,total_deaths-total_confirmed
The deaths toll of coronavirus in Cyprus is less than the healed in Afghanistan in April.,total_deaths-total_recovered
The number of healed cases of virus in Latvia is less than the number of deaths in France .,total_recovered-total_deaths
The number of death toll of coronavirus in Vietnam is less than the number of recovered in Holy See .,total_deaths-total_recovered
The number of deaths cases of covid19 in Moldova is less than the number of confirmed in France in February.,total_deaths-total_confirmed
Lithuania has less new people than Romania .,new_confirmed
Cote d'Ivoire has fewer new deceased cases of corona virus than Britiain .,new_deaths
The number of deceased cases of corona virus in Jordan is less than the number of confirmed in Costa Rica in April.,total_deaths-total_confirmed
The number of deaths cases of covid19 in Germany is less than the number of in Saudi Arabia in March.,total_deaths-total_confirmed
Uzbekistan has fewer confirmed cases of corona virus than Cote d'Ivoire in March.,total_confirmed
 fewer total deaths toll of corona virus in Ukraine in February than March.,total_deaths
Oman has lower total healed cases of coronavirus than Ecuador in March.,total_recovered
Tanzania has less total cases of corona than in Brunei in March.,total_confirmed
The healed cases of corona in San Marino is less than the in Pakistan in April.,total_recovered-total_confirmed
The number of healed cases of corona virus in Ireland is less than the number of confirmed in Australia in March.,total_recovered-total_confirmed
"In January,  lower cases of covid-19 in World than March.",total_confirmed
Cote d'Ivoire has less confirmed people than in Cameroon .,total_confirmed
Malta has less total healed cases of covid-19 than Croatia .,total_recovered
Cameroon has less new cases of virus than in Singapore .,new_confirmed
Ecuador has the same new recovered cases of corona than in Holy See in January.,new_recovered
The number of healed cases of virus in Liechtenstein is the same than the number of deceased in Congo (Brazzaville) in February.,total_recovered-total_deaths
Gabon has the same total death toll of coronavirus than Algeria in February.,total_deaths
The deceased toll of corona in Hungary is the same than the healed in San Marino in February.,total_deaths-total_recovered
Algeria has the same deaths toll of coronavirus than in Ecuador in January.,total_deaths
Kazakhstan has the same total deaths toll of virus than in Qatar in March.,total_deaths
The number of healed cases of covid-19 in Bahrain is the same than the number of deceased in Venezuela in January.,total_recovered-total_deaths
Nepal has the same total deaths of virus than Greece in February.,total_deaths
The recovered cases of virus in Benin is the same than the in Guatemala in February.,total_recovered-total_confirmed
The deaths toll of covid-19 in Austria is the same than the recovered in Dominican Republic in February.,total_deaths-total_recovered
The number of deaths cases of virus in Sudan is the same than the number of confirmed in Turkey in February.,total_deaths-total_confirmed
The deaths toll of covid-19 in Ethiopia is the same than the healed in Peru in January.,total_deaths-total_recovered
Guyana has the same confirmed people than in Jordan in February.,total_confirmed
Israel has the same deaths cases of virus than Bulgaria in January.,total_deaths
The number of recovered cases of virus in Estonia is the same than the number of deaths in Cuba in January.,total_recovered-total_deaths
The recovered cases of covid19 in Burkina Faso is the same than the deceased in Bangladesh in January.,total_recovered-total_deaths
The deceased people in Iran is the same than the healed in Ethiopia in January.,total_deaths-total_recovered
The deceased cases of corona virus in Germany is the same than the confirmed in Uruguay in February.,total_deaths-total_confirmed
The deceased cases of coronavirus in Nepal is the same than the healed in Guatemala in January.,total_deaths-total_recovered
The number of recovered people in Maldives is the same than the number of in Equatorial Guinea in February.,total_recovered-total_confirmed
The number of deceased of covid19 in Namibia is the same than the number of recovered in Indonesia in February.,total_deaths-total_recovered
Finland has the same deceased cases of coronavirus than in North Macedonia in February.,total_deaths
"In Afghanistan, the number of deaths of corona is the same than the number of healed and January.",total_deaths-total_recovered
Jamaica has the same total healed cases of corona virus than Denmark in February.,total_recovered
The number of deceased of corona in Eswatini is the same than the number of healed in Portugal in February.,total_deaths-total_recovered
The number of deceased of covid19 in Ecuador is the same than the number of in Honduras in January.,total_deaths-total_confirmed
The number of recovered cases of corona virus in Monaco is the same than the number of deaths in Oman in January.,total_recovered-total_deaths
The number of deceased cases of covid19 in Indonesia is the same than the number of confirmed in Brunei in February.,total_deaths-total_confirmed
Portugal has the same deaths of covid-19 than New Zealand in February.,total_deaths
The deaths of corona in Malaysia is the same than the confirmed in Saudi Arabia in January.,total_deaths-total_confirmed
Tanzania has the same total recovered cases than Indonesia in February.,total_recovered
Latvia has the same healed cases of covid19 than in Ecuador in February.,total_recovered
The recovered cases of covid-19 in Oman is the same than the confirmed in Eswatini in January.,total_recovered-total_confirmed
Seychelles has the same new death toll of virus than in Suriname in March.,new_deaths
The number of recovered cases of corona virus in Cambodia is the same than the number of in Turkey in January.,total_recovered-total_confirmed
Afghanistan has the same total deceased people than Bhutan in January.,total_deaths
Rwanda has the same new deaths cases of virus than in Tunisia in February.,new_deaths
Nepal has the same new deaths cases than in Finland in February.,new_deaths
The recovered cases in Jamaica is the same than the in Cote d'Ivoire in January.,total_recovered-total_confirmed
Guatemala has the same new healed cases of corona virus than in South Korea in January.,new_recovered
Saint Vincent and the Grenadines has the same total deceased cases of corona than Morocco in January.,total_deaths
The deceased toll of virus in Belgium is the same than the in Senegal in February.,total_deaths-total_confirmed
The number of deceased toll of covid19 in Uzbekistan is the same than the number of confirmed in Kazakhstan in February.,total_deaths-total_confirmed
Malta has the same new death toll of covid19 than Latvia in January.,new_deaths
The number of recovered cases of virus in Pakistan is the same than the number of deaths in Morocco in February.,total_recovered-total_deaths
The recovered cases of coronavirus in Cyprus is the same than the deceased in Togo in February.,total_recovered-total_deaths
The number of deceased of corona in Cameroon is the same than the number of recovered in Taiwan* in January.,total_deaths-total_recovered
Costa Rica has the same total confirmed cases of corona virus than in Cameroon in January.,total_confirmed
Finland has the same new deaths of covid-19 than Kosovo in January.,new_deaths
Paraguay has the same deceased toll of coronavirus than Slovenia in February.,total_deaths
The cases of covid-19 in Moldova is the same than the deaths in Luxembourg in January.,total_confirmed-total_deaths
Guinea has the same recovered people than Ghana in January.,total_recovered
The number of deaths of covid-19 in Costa Rica is the same than the number of healed in Moldova in January.,total_deaths-total_recovered
There are the same deceased of coronavirus in Ukraine in January than February.,total_deaths
Kuwait has the same total deceased toll of corona than Central African Republic in January.,total_deaths
Uruguay has the same new cases of covid-19 than in Bahrain in January.,new_confirmed
The number of confirmed cases in Gabon is the same than the number of deceased in Senegal in January.,total_confirmed-total_deaths
The deaths cases of virus in Switzerland is the same than the in Lithuania in January.,total_deaths-total_confirmed
Serbia has the same total death toll of corona virus than Armenia in February.,total_deaths
Slovenia has the same total recovered cases of corona than Central African Republic in January.,total_recovered
The deaths toll of virus in Liberia is the same than the healed in Azerbaijan in February.,total_deaths-total_recovered
Guyana has the same death toll of corona than Mexico in January.,total_deaths
The deceased cases of corona virus in Austria is the same than the recovered in Finland in January.,total_deaths-total_recovered
The deaths of covid-19 in Brazil is the same than the in Paraguay in January.,total_deaths-total_confirmed
The deceased toll in Liechtenstein is the same than the healed in Liberia in February.,total_deaths-total_recovered
"In Honduras, the number of deaths cases of covid-19 is the same than the number of confirmed and February.",total_deaths-total_confirmed
Morocco has the same new recovered cases of corona than Paraguay in January.,new_recovered
The deaths toll of covid-19 in Sweden is the same than the recovered in Norway in January.,total_deaths-total_recovered
United Arab Emirates has the same total deaths of coronavirus than Luxembourg in April.,total_deaths
Paraguay has the same new deaths of coronavirus than Dominican Republic in February.,new_deaths
Togo has the same new cases of coronavirus than in Guinea in January.,new_confirmed
The cases of covid19 in Jordan is the same than the healed in New Zealand in January.,total_confirmed-total_recovered
The number of deaths cases of coronavirus in Namibia is the same than the number of recovered in Malta in February.,total_deaths-total_recovered
The recovered cases of virus in Switzerland is the same than the deaths in Philippines in January.,total_recovered-total_deaths
The healed cases of virus in Armenia is the same than the deceased in Japan in January.,total_recovered-total_deaths
The number of recovered cases in Suriname is the same than the number of in Cote d'Ivoire in February.,total_recovered-total_confirmed
The deceased cases in Rwanda is the same than the healed in Croatia in January.,total_deaths-total_recovered
The number of recovered cases in Burkina Faso is the same than the number of deaths in Finland in January.,total_recovered-total_deaths
The cases of covid19 in Cuba is the same than the healed in Antigua and Barbuda in January.,total_confirmed-total_recovered
The number of death toll of coronavirus in Ghana is the same than the number of recovered in Bangladesh in January.,total_deaths-total_recovered
Senegal has the same people than in North Macedonia in January.,total_confirmed
Estonia has the same deaths of virus than Malta in January.,total_deaths
Portugal has the same total death toll of covid19 than Somalia in February.,total_deaths
The number of deceased toll of covid-19 in Saudi Arabia is the same than the number of confirmed in Liberia in January.,total_deaths-total_confirmed
Nepal has the same deaths toll of covid-19 than Mongolia in March.,total_deaths
Ethiopia has the same new healed cases than Moldova in February.,new_recovered
The number of recovered cases of corona virus in Georgia is the same than the number of in South Africa in January.,total_recovered-total_confirmed
Honduras has the same new deceased cases of coronavirus than in Canada in January.,new_deaths
The number of deaths toll of virus in USA is the same than the number of confirmed in Bolivia in January.,total_deaths-total_confirmed
The number of death toll of covid19 in Germany is the same than the number of confirmed in Uruguay in February.,total_deaths-total_confirmed
The number of death toll of covid19 in San Marino is the same than the number of in Panama in January.,total_deaths-total_confirmed
Russia has the same deceased of covid19 than in Kosovo in January.,total_deaths
Namibia has the same new deaths cases of covid19 than Malta in March.,new_deaths
Saudi Arabia has the same new deceased of coronavirus than Iran in January.,new_deaths
The cases in Monaco is the same than the deaths in Moldova in January.,total_confirmed-total_deaths
The number of deaths of covid-19 in Togo is the same than the number of confirmed in Ireland in January.,total_deaths-total_confirmed
Maldives has the same new death toll of covid19 than Chile in January.,new_deaths
The number of deaths of coronavirus in Suriname is the same than the number of healed in Latvia in January.,total_deaths-total_recovered
The number of deaths cases of virus in Netherlands is the same than the number of recovered in Afghanistan in February.,total_deaths-total_recovered
The number of deceased of virus in Afghanistan is the same than the number of in Saint Vincent and the Grenadines in January.,total_deaths-total_confirmed
Pakistan has the same recovered cases of corona than Monaco in February.,total_recovered
The deaths cases of coronavirus in Sri Lanka is the same than the healed in Burkina Faso in January.,total_deaths-total_recovered
Spain has the same total deaths toll of virus than Germany in January.,total_deaths
The cases in Greece is the same than the healed in Sudan in January.,total_confirmed-total_recovered
The number of death toll of corona virus in Panama is the same than the number of in Estonia in January.,total_deaths-total_confirmed
The deaths cases in Somalia is the same than the recovered in Brunei in January.,total_deaths-total_recovered
The cases of corona virus in Iran is the same than the deaths in Mexico in January.,total_confirmed-total_deaths
Jordan has the same new deaths cases of coronavirus than in Italy in January.,new_deaths
Seychelles has the same total deaths toll of covid-19 than Tanzania in February.,total_deaths
The number of healed cases of corona virus in Belarus is the same than the number of confirmed in Moldova in January.,total_recovered-total_confirmed
The confirmed cases of virus in South Africa is the same than the deceased in Uruguay in February.,total_confirmed-total_deaths
The number of recovered people in Burkina Faso is the same than the number of deceased in Slovenia in February.,total_recovered-total_deaths
Belarus has the same recovered cases of covid19 than in Dominican Republic in February.,total_recovered
The deaths in USA is the same than the in Denmark in January.,total_deaths-total_confirmed
The number of death toll of corona virus in India is the same than the number of confirmed in Ukraine in February.,total_deaths-total_confirmed
The number of deceased cases of corona in Czechia is the same than the number of healed in Honduras in February.,total_deaths-total_recovered
Saint Vincent and the Grenadines has the same total recovered people than Chile in January.,total_recovered
San Marino has the same deaths cases of coronavirus than in Jordan in January.,total_deaths
Belgium has the same deceased than in Paraguay in February.,total_deaths
Switzerland has the same total deceased people than Cyprus in January.,total_deaths
The number of recovered cases of covid19 in Suriname is the same than the number of in Congo (Kinshasa) in January.,total_recovered-total_confirmed
Iceland has the same total deaths than in United States in January.,total_deaths
The number of cases of covid19 in Jordan is the same than the number of healed in New Zealand in January.,total_confirmed-total_recovered
The deceased cases of covid19 in Kazakhstan is the same than the in Slovakia in January.,total_deaths-total_confirmed
The deceased cases of corona virus in Iran is the same than the healed in Ethiopia in January.,total_deaths-total_recovered
Bhutan has the same deceased toll of covid19 than Cambodia in March.,total_deaths
Cyprus has the same people than Togo in February.,total_confirmed
The number of cases of coronavirus in Guyana is the same than the number of deaths in Uruguay in February.,total_confirmed-total_deaths
Latvia has the same healed cases of corona virus than Ecuador in February.,total_recovered
The number of deceased toll of corona virus in Luxembourg is the same than the number of confirmed in Iraq in January.,total_deaths-total_confirmed
The deaths of corona virus in Denmark is the same than the in Oman in January.,total_deaths-total_confirmed
The number of deceased cases of virus in Venezuela is the same than the number of confirmed in Uzbekistan in January.,total_deaths-total_confirmed
Monaco has the same total deceased toll of covid19 than Romania in February.,total_deaths
Tanzania has the same deceased cases than in Australia in January.,total_deaths
The death toll of covid19 in Brazil is the same than the recovered in Russia in January.,total_deaths-total_recovered
The number of deaths in Equatorial Guinea is the same than the number of healed in United Kingdom in January.,total_deaths-total_recovered
Lithuania has the same total deaths cases of covid19 than in Peru in January.,total_deaths
The number of death toll of corona in San Marino is the same than the number of recovered in Guyana in January.,total_deaths-total_recovered
The number of deceased toll in Kuwait is the same than the number of healed in Luxembourg in January.,total_deaths-total_recovered
Malaysia has the same new deaths toll of corona than Bulgaria in February.,new_deaths
Kenya has the same new deceased cases of virus than Saudi Arabia in January.,new_deaths
The deaths toll of corona in Rwanda is the same than the healed in Croatia in January.,total_deaths-total_recovered
Bosnia and Herzegovina has the same deceased cases of coronavirus than Senegal in January.,total_deaths
The number of deceased cases of corona in Eswatini is the same than the number of confirmed in Estonia in January.,total_deaths-total_confirmed
The number of deaths toll of covid-19 in United States is the same than the number of in Liechtenstein in January.,total_deaths-total_confirmed
Venezuela has the same new deaths than in Brazil in January.,new_deaths
The deaths of coronavirus in Guyana is the same than the confirmed in Ethiopia in February.,total_deaths-total_confirmed
The deceased toll of corona in Spain is the same than the in Kosovo in February.,total_deaths-total_confirmed
France has the same total deceased toll of covid19 than Tunisia in January.,total_deaths
The cases of covid-19 in Ghana is the same than the deceased in Bolivia in January.,total_confirmed-total_deaths
Qatar has the same deceased toll of covid-19 than Azerbaijan in January.,total_deaths
The death toll of covid-19 in Nigeria is the same than the confirmed in Iran in January.,total_deaths-total_confirmed
The number of deceased cases of covid19 in Austria is the same than the number of recovered in Finland in January.,total_deaths-total_recovered
Norway has the same total recovered cases of corona virus than Kenya in February.,total_recovered
Vietnam has the same new death toll of corona than in Nigeria in January.,new_deaths
Norway has the same death toll of virus than Azerbaijan in February.,total_deaths
The number of healed cases of covid-19 in Saint Lucia is the same than the number of deceased in Guatemala in February.,total_recovered-total_deaths
Vietnam has the same total deaths of corona virus than Diamond Princess in January.,total_deaths
The deaths toll of covid19 in Equatorial Guinea is the same than the in Saudi Arabia in January.,total_deaths-total_confirmed
The number of deaths toll of virus in United States is the same than the number of in Cuba in January.,total_deaths-total_confirmed
The deaths cases of corona in Ireland is the same than the confirmed in Togo in February.,total_deaths-total_confirmed
Bolivia has the same total deaths toll of corona than Cameroon in February.,total_deaths
The deceased of covid19 in Ethiopia is the same than the healed in Gabon in March.,total_deaths-total_recovered
The deaths of covid19 in Kosovo is the same than the healed in Netherlands in January.,total_deaths-total_recovered
The cases in Albania is the same than the deceased in Jamaica in February.,total_confirmed-total_deaths
The number of deaths cases of virus in Costa Rica is the same than the number of healed in Ghana in February.,total_deaths-total_recovered
The deaths of corona virus in Russia is the same than the healed in Netherlands in January.,total_deaths-total_recovered
Liechtenstein has the same new recovered cases of corona than in Jordan in January.,new_recovered
Sudan has the same deceased toll of covid-19 than Eswatini in January.,total_deaths
The number of deaths toll of covid19 in Colombia is the same than the number of recovered in Serbia in February.,total_deaths-total_recovered
The deceased cases of virus in Trinidad and Tobago is the same than the in Paraguay in January.,total_deaths-total_confirmed
Malta has the same deceased of virus than in Cote d'Ivoire in January.,total_deaths
Qatar has the same total deaths of covid19 than Gabon in January.,total_deaths
The number of healed cases of coronavirus in Norway is the same than the number of deceased in Bulgaria in January.,total_recovered-total_deaths
Poland has the same death toll than Venezuela in February.,total_deaths
Monaco has the same death toll than Bangladesh in January.,total_deaths
Netherlands has the same deaths of coronavirus than Senegal in February.,total_deaths
Namibia has the same total deceased of corona than Congo (Brazzaville) in February.,total_deaths
Dominican Republic has the same total deceased of corona virus than Holy See in January.,total_deaths
The death toll of covid19 in Ghana is the same than the recovered in Dominican Republic in February.,total_deaths-total_recovered
Rwanda has the same total deceased than in Togo in February.,total_deaths
